543333.0,-23,283
592885.0,-84,519
570267.0,-58,175
543768.0,-75,356
641319.0,-29,145
502226.0,-14,181
641820.0,-83,496
592696.0,-93,506
596146.0,-98,585
621439.0,-16,116
592518.0,-81,520
542921.0,-46,281
408045.0,-33,156
593934.0,-45,172
570731.0,-20,386
500871.0,-89,380
430945.0,-166,635
572821.0,-53,399
448801.0,-37,212
434158.0,-62,272
518626.0,-21,87
592122.0,-8,52
581527.0,-37,292
543305.0,-98,494
544369.0,-36,409
475253.0,-16,224
607680.0,-124,611
458731.0,-85,531
435522.0,-47,243
592273.0,-8,49
649557.0,-23,353
545341.0,-78,440
642180.0,-6,46
592450.0,-71,332
455976.0,-123,606
542255.0,-118,683
514917.0,-50,468
467793.0,-33,312
645277.0,-41,442
656555.0,-93,557
571437.0,-45,202
596748.0,-64,302
605512.0,-11,126
621020.0,-31,416
641487.0,-18,104
608384.0,-112,361
546318.0,-108,576
461314.0,-53,323
624577.0,-63,366
608369.0,-12,82
446334.0,-67,299
571771.0,-44,342
523253.0,-20,304
605412.0,-20,268
457706.0,-86,391
641355.0,-53,368
452254.0,-50,221
621035.0,-74,479
543063.0,-43,523
457705.0,-179,584
500874.0,-63,264
572761.0,-84,375
493316.0,-12,142
502054.0,-76,498
542303.0,-67,541
657557.0,-46,371
457803.0,-85,292
607043.0,-74,490
451594.0,-92,301
642708.0,-50,437
453943.0,-40,303
452678.0,-33,317
543484.0,-37,269
600869.0,-72,364
543281.0,-35,243
605137.0,-48,226
547982.0,-68,422
572816.0,-47,515
474568.0,-51,355
578428.0,-27,400
592567.0,-76,280
516782.0,-109,599
408234.0,-12,52
553988.0,-27,203
592206.0,-118,561
570256.0,-112,473
594988.0,-96,388
608385.0,-56,253
571740.0,-120,668
553993.0,-65,381
607208.0,-60,522
572191.0,-72,409
458015.0,-45,300
547180.0,-171,584
606299.0,-59,487
594809.0,-61,298
475582.0,-27,154
435062.0,-1,100
543685.0,-44,308
571718.0,-38,162
543543.0,-3,113
434670.0,-1,35
608701.0,1,78
643217.0,-63,563
450314.0,-30,369
546991.0,-82,474
457727.0,-66,399
657658.0,2,12
575929.0,-4,5
572008.0,-28,213
605233.0,-24,84
503556.0,-55,394
435079.0,-13,356
519295.0,-11,56
640461.0,-34,301
605486.0,-31,202
541650.0,-33,228
542340.0,-41,334
641856.0,-24,135
500208.0,-32,282
547912.0,-4,14
664068.0,-74,354
475247.0,-5,77
518692.0,-39,314
488721.0,-3,34
474832.0,-36,224
400284.0,-13,90
502110.0,-51,239
571788.0,-24,205
519048.0,-12,182
446263.0,-13,129
446386.0,-27,207
434658.0,-83,229
518614.0,-44,222
592685.0,-18,150
624636.0,-49,197
605204.0,-11,74
501981.0,-7,46
592669.0,-69,428
519299.0,-15,74
570799.0,-44,223
519346.0,-42,170
501303.0,-53,280
458675.0,-6,35
456665.0,-19,80
519317.0,-34,248
453923.0,-40,189
571657.0,-3,38
467055.0,-31,112
605509.0,-14,125
491676.0,-35,486
408236.0,-10,83
543939.0,-3,337
501571.0,-13,59
594807.0,-21,370
571431.0,-18,160
571697.0,-55,452
594694.0,-35,346
622682.0,-57,235
446481.0,-13,148
592444.0,-60,514
501896.0,-35,168
592348.0,-49,335
595777.0,-74,399
489149.0,-16,86
592626.0,-56,364
605131.0,-1,17
527038.0,-26,178
576397.0,-47,228
460060.0,-10,21
624428.0,-32,256
594824.0,-25,121
622168.0,-66,230
425783.0,-75,234
623993.0,-23,118
573135.0,-17,108
570481.0,-25,120
545337.0,-2,11
641857.0,-3,76
596144.0,-5,38
408314.0,-33,141
457763.0,-8,28
628338.0,-51,413
502143.0,-40,175
519333.0,-7,50
642162.0,-14,74
596129.0,-1,23
461865.0,-15,115
600301.0,-7,28
591720.0,-18,87
518586.0,-31,188
609280.0,-82,307
542583.0,-28,238
640447.0,-53,252
624424.0,-105,557
534606.0,-29,213
605170.0,-1,20
488726.0,-69,434
572669.0,-1,13
607054.0,-50,223
600303.0,-10,56
572365.0,-5,88
465753.0,-1,55
608703.0,0,3
543257.0,-48,296
643565.0,1,28
594838.0,-2,14
572114.0,0,2
455759.0,-38,122
429665.0,-3,32
621433.0,-23,172
607468.0,-3,74
643396.0,-19,185
664056.0,-78,492
453203.0,-12,82
624407.0,-13,66
596119.0,-14,55
501213.0,-3,32
572204.0,-47,160
592192.0,-57,394
614173.0,-26,151
501659.0,-23,167
543776.0,-13,103
608597.0,-28,213
606192.0,-138,487
519068.0,-1,1
608654.0,-21,251
493329.0,-26,230
591971.0,0,35
600524.0,-38,179
596143.0,-5,13
,-85,413
474319.0,-2,5
664057.0,-3,44
622713.0,1,6
571602.0,-15,112
621559.0,-1,39
592325.0,-49,287
431145.0,-19,62
571970.0,-48,210
622666.0,-61,294
607776.0,-1,96
666971.0,-31,211
623520.0,-13,145
621311.0,-26,239
571595.0,-29,116
641933.0,-4,126
571679.0,0,2
650402.0,-25,356
506703.0,-3,28
591741.0,-5,60
660670.0,-34,394
425877.0,-1,3
622441.0,0,8
445988.0,-9,102
594953.0,-78,230
596103.0,-18,174
593700.0,-46,232
572233.0,-4,13
572073.0,-27,241
657077.0,-11,59
592663.0,-2,18
476883.0,-4,16
608671.0,-82,343
543308.0,-14,91
593495.0,-1,31
594011.0,-6,228
463610.0,-7,65
596105.0,-13,90
434778.0,-3,27
641796.0,-3,6
519306.0,-69,225
444432.0,-27,71
430832.0,-64,305
592647.0,-3,11
656185.0,-73,347
518466.0,-14,45
602922.0,-5,45
546990.0,-10,29
545338.0,-2,1
518902.0,0,54
641583.0,-53,193
657145.0,0,2
570482.0,-9,34
620446.0,-6,82
543376.0,-1,2
448602.0,-11,80
493596.0,-7,58
614177.0,-54,222
641531.0,-49,177
457759.0,-59,268
665742.0,-93,438
622497.0,2,8
643393.0,-52,277
621044.0,-3,42
641645.0,-9,37
595943.0,-5,12
640457.0,-47,166
641684.0,-10,90
518735.0,-1,2
595909.0,-41,319
596847.0,0,5
624414.0,1,30
466320.0,-49,214
593643.0,2,21
642715.0,-25,239
593647.0,-11,43
641525.0,-10,61
607430.0,-13,77
620439.0,-7,50
605508.0,-49,140
593527.0,2,22
456030.0,-1,9
595375.0,-24,276
595885.0,-11,128
605474.0,2,1
605520.0,0,6
500135.0,-29,150
622226.0,-9,40
608700.0,0,5
640449.0,2,34
502117.0,2,34
592230.0,-15,101
572228.0,-12,51
607752.0,-3,18
605361.0,-15,151
641343.0,-51,182
628336.0,-3,32
642086.0,-20,77
664058.0,-22,217
643603.0,-5,45
502517.0,-37,167
609275.0,-31,259
543377.0,-1,4
593993.0,0,1
592859.0,-12,44
542454.0,2,21
571851.0,-2,1
542979.0,-12,104
607223.0,0,1
593528.0,-50,240
553902.0,-6,22
606132.0,-1,11
644337.0,0,12
593871.0,-34,235
451192.0,-14,63
656669.0,-16,97
663656.0,-1,53
488671.0,0,1
621453.0,-9,167
664842.0,0,3
592808.0,-2,19
571841.0,1,6
488818.0,-7,57
599096.0,-6,48
425772.0,0,1
544925.0,-10,32
461858.0,0,4
592200.0,-1,8
624507.0,0,1
641432.0,-14,92
641658.0,-6,33
642211.0,0,1
521692.0,0,3
642423.0,-36,187
643446.0,-3,155
592863.0,-51,118
458913.0,-29,151
596451.0,-17,142
595222.0,7,41
543194.0,-13,91
572227.0,-1,3
572182.0,0,6
657656.0,-34,199
465041.0,-3,7
664040.0,-23,98
656811.0,-19,73
516472.0,0,1
460077.0,-1,4
666969.0,-2,10
656775.0,-47,194
542364.0,-32,145
621550.0,-18,26
621493.0,-29,91
547172.0,0,3
621573.0,-8,106
595373.0,-10,26
571466.0,0,9
621028.0,-17,72
650490.0,-11,33
443558.0,-2,12
407812.0,-12,30
649966.0,-7,36
608475.0,-3,63
460269.0,-3,5
622046.0,10,41
623205.0,-1,11
664167.0,0,8
605253.0,-2,7
622569.0,-16,49
641477.0,-5,48
488681.0,-1,29
408252.0,-3,6
641505.0,-2,41
645302.0,6,53
642133.0,-3,32
596012.0,-6,20
598284.0,-7,38
623214.0,-5,11
545121.0,-1,18
489267.0,0,16
621514.0,-9,75
602115.0,-6,12
621466.0,-5,37
607471.0,0,4
664702.0,0,10
642770.0,-5,22
605244.0,-7,16
582473.0,-1,10
547004.0,-1,3
605612.0,1,11
641598.0,-1,3
542932.0,-5,7
502273.0,0,1
431151.0,0,1
628356.0,0,2
623182.0,-1,5
624641.0,0,1
